date,gate_value,oil_slope,reason,gate_type,calculation_date
2015-04-29,1.0,0.027843632579031254,oil_contango_strong,oil,2025-11-04
2015-04-30,1.0,0.021830168855581363,oil_contango_strong,oil,2025-11-04
2015-05-01,1.0,0.02459493437190969,oil_contango_strong,oil,2025-11-04
2015-05-04,1.0,0.020121320774235806,oil_contango_strong,oil,2025-11-04
2015-05-05,0.749856743714536,0.009994269748581445,oil_contango_moderate,oil,2025-11-04
2015-05-06,0.4553299645838315,-0.001786801416646739,oil_neutral,oil,2025-11-04
2015-05-07,0.3321354818568988,-0.00671458072572405,oil_neutral,oil,2025-11-04
2015-05-08,0.20828934794734139,-0.011668426082106345,oil_backwardation_moderate,oil,2025-11-04
2015-05-11,0.3244512567340006,-0.007021949730639977,oil_neutral,oil,2025-11-04
2015-05-12,0.5231832880804886,0.0009273315232195447,oil_contango_moderate,oil,2025-11-04
2015-05-13,0.627906903989817,0.0051162761595926805,oil_contango_moderate,oil,2025-11-04
2015-05-14,0.6690503111930158,0.0067620124477206335,oil_contango_moderate,oil,2025-11-04
2015-05-15,0.6302100415658463,0.005208401662633849,oil_contango_moderate,oil,2025-11-04
2015-05-18,0.488255809040724,-0.0004697676383710389,oil_neutral,oil,2025-11-04
2015-05-19,0.7579876137713902,0.010319504550855611,oil_contango_moderate,oil,2025-11-04
2015-05-20,0.858585862198675,0.014343434487947,oil_contango_moderate,oil,2025-11-04
2015-05-21,0.8745166694318981,0.014980666777275923,oil_contango_moderate,oil,2025-11-04
2015-05-22,1.0,0.021414038371551584,oil_contango_strong,oil,2025-11-04
2015-05-26,1.0,0.02939545543526393,oil_contango_strong,oil,2025-11-04
2015-05-27,1.0,0.025773831697621236,oil_contango_strong,oil,2025-11-04
2015-05-28,1.0,0.02949793091034597,oil_contango_strong,oil,2025-11-04
2015-05-29,1.0,0.023722653699102817,oil_contango_strong,oil,2025-11-04
2015-06-01,0.8457122353553347,0.01382848941421339,oil_contango_moderate,oil,2025-11-04
2015-06-02,0.25269545259215725,-0.00989218189631371,oil_neutral,oil,2025-11-04
2015-06-03,0.0,-0.026309550978692486,oil_backwardation_strong,oil,2025-11-04
2015-06-04,0.0,-0.05130693892018716,oil_backwardation_strong,oil,2025-11-04
2015-06-05,0.0,-0.06790697078987804,oil_backwardation_strong,oil,2025-11-04
2015-06-08,0.0,-0.08787728157882314,oil_backwardation_strong,oil,2025-11-04
2015-06-09,0.0,-0.0982240628041177,oil_backwardation_strong,oil,2025-11-04
2015-06-10,0.0,-0.1171366981175506,oil_backwardation_strong,oil,2025-11-04
2015-06-11,0.0,-0.1262549977099342,oil_backwardation_strong,oil,2025-11-04
2015-06-12,0.0,-0.1263634160103429,oil_backwardation_strong,oil,2025-11-04
2015-06-15,0.0,-0.13118382419777966,oil_backwardation_strong,oil,2025-11-04
2015-06-16,0.0,-0.13697352702231583,oil_backwardation_strong,oil,2025-11-04
2015-06-17,0.0,-0.138965542806142,oil_backwardation_strong,oil,2025-11-04
2015-06-18,0.0,-0.1449130749726017,oil_backwardation_strong,oil,2025-11-04
2015-06-19,0.0,-0.1521562242128757,oil_backwardation_strong,oil,2025-11-04
2015-06-22,0.0,-0.16063629919225994,oil_backwardation_strong,oil,2025-11-04
2015-06-23,0.0,-0.1726661751848088,oil_backwardation_strong,oil,2025-11-04
2015-06-24,0.0,-0.18267099738995754,oil_backwardation_strong,oil,2025-11-04
2015-06-25,0.0,-0.19025552932324033,oil_backwardation_strong,oil,2025-11-04
2015-06-26,0.0,-0.19847571596115207,oil_backwardation_strong,oil,2025-11-04
2015-06-29,0.0,-0.19548936075592602,oil_backwardation_strong,oil,2025-11-04
2015-06-30,0.0,-0.1899169772212022,oil_backwardation_strong,oil,2025-11-04
2015-07-01,0.0,-0.18435123232456951,oil_backwardation_strong,oil,2025-11-04
2015-07-02,0.0,-0.18369923323022536,oil_backwardation_strong,oil,2025-11-04
2015-07-06,0.0,-0.17083506407294297,oil_backwardation_strong,oil,2025-11-04
2015-07-07,0.0,-0.16554506123567064,oil_backwardation_strong,oil,2025-11-04
2015-07-08,0.0,-0.15554247080751119,oil_backwardation_strong,oil,2025-11-04
2015-07-09,0.0,-0.15471467047873982,oil_backwardation_strong,oil,2025-11-04
2015-07-10,0.0,-0.14326089024406646,oil_backwardation_strong,oil,2025-11-04
2015-07-13,0.0,-0.15240896230954953,oil_backwardation_strong,oil,2025-11-04
2015-07-14,0.0,-0.16195066396977045,oil_backwardation_strong,oil,2025-11-04
2015-07-15,0.0,-0.17065944736996508,oil_backwardation_strong,oil,2025-11-04
2015-07-16,0.0,-0.17016203237884986,oil_backwardation_strong,oil,2025-11-04
2015-07-17,0.0,-0.17576378286718353,oil_backwardation_strong,oil,2025-11-04
2015-07-20,0.0,-0.17102172640882818,oil_backwardation_strong,oil,2025-11-04
2015-07-21,0.0,-0.17286331703435742,oil_backwardation_strong,oil,2025-11-04
2015-07-22,0.0,-0.1709081490131545,oil_backwardation_strong,oil,2025-11-04
2015-07-23,0.0,-0.16954948298952416,oil_backwardation_strong,oil,2025-11-04
2015-07-24,0.0,-0.1750522835537005,oil_backwardation_strong,oil,2025-11-04
2015-07-27,0.0,-0.1790030660742583,oil_backwardation_strong,oil,2025-11-04
2015-07-28,0.0,-0.17958510771811204,oil_backwardation_strong,oil,2025-11-04
2015-07-29,0.0,-0.17185053855476973,oil_backwardation_strong,oil,2025-11-04
2015-07-30,0.0,-0.15335941243799883,oil_backwardation_strong,oil,2025-11-04
2015-07-31,0.0,-0.10380294348897712,oil_backwardation_strong,oil,2025-11-04
2015-08-03,0.0,-0.06922369387227392,oil_backwardation_strong,oil,2025-11-04
2015-08-04,0.0,-0.027336312072856944,oil_backwardation_strong,oil,2025-11-04
2015-08-05,0.6419625621797594,0.0056785024871903785,oil_contango_moderate,oil,2025-11-04
2015-08-06,1.0,0.024983182477657052,oil_contango_strong,oil,2025-11-04
2015-08-07,1.0,0.025456126095398,oil_contango_strong,oil,2025-11-04
2015-08-10,1.0,0.02127673405149417,oil_contango_strong,oil,2025-11-04
2015-08-11,1.0,0.03158403029328511,oil_contango_strong,oil,2025-11-04
2015-08-12,1.0,0.03148482590733361,oil_contango_strong,oil,2025-11-04
2015-08-13,1.0,0.034049389835703145,oil_contango_strong,oil,2025-11-04
2015-08-14,1.0,0.034738931132225676,oil_contango_strong,oil,2025-11-04
2015-08-17,1.0,0.06309928249664923,oil_contango_strong,oil,2025-11-04
2015-08-18,1.0,0.07081974242967035,oil_contango_strong,oil,2025-11-04
2015-08-19,1.0,0.08317526972190895,oil_contango_strong,oil,2025-11-04
2015-08-20,1.0,0.10231712781188802,oil_contango_strong,oil,2025-11-04
2015-08-21,1.0,0.12056362154187794,oil_contango_strong,oil,2025-11-04
2015-08-24,1.0,0.12882743817678927,oil_contango_strong,oil,2025-11-04
2015-08-25,1.0,0.13797385447858046,oil_contango_strong,oil,2025-11-04
2015-08-26,1.0,0.15516164827987117,oil_contango_strong,oil,2025-11-04
2015-08-27,1.0,0.13659188023700589,oil_contango_strong,oil,2025-11-04
2015-08-28,1.0,0.10808925152452782,oil_contango_strong,oil,2025-11-04
2015-08-31,1.0,0.0582406216410547,oil_contango_strong,oil,2025-11-04
2015-09-01,1.0,0.02588552403193358,oil_contango_strong,oil,2025-11-04
2015-09-02,0.14948025108865465,-0.014020789956453814,oil_backwardation_moderate,oil,2025-11-04
2015-09-03,0.0,-0.025120253686120177,oil_backwardation_strong,oil,2025-11-04
2015-09-04,0.15022115865328203,-0.013991153653868719,oil_backwardation_moderate,oil,2025-11-04
2015-09-08,0.7821897997682644,0.011287591990730577,oil_contango_moderate,oil,2025-11-04
2015-09-09,1.0,0.0382200485523718,oil_contango_strong,oil,2025-11-04
2015-09-10,1.0,0.058166017542246276,oil_contango_strong,oil,2025-11-04
2015-09-11,1.0,0.07063481328807128,oil_contango_strong,oil,2025-11-04
2015-09-14,1.0,0.07166206961756252,oil_contango_strong,oil,2025-11-04
2015-09-15,1.0,0.07240954157026706,oil_contango_strong,oil,2025-11-04
2015-09-16,1.0,0.04511272174829491,oil_contango_strong,oil,2025-11-04
2015-09-17,1.0,0.030026506658696495,oil_contango_strong,oil,2025-11-04
2015-09-18,1.0,0.024936332738373184,oil_contango_strong,oil,2025-11-04
2015-09-21,0.7360971719103789,0.009443886876415156,oil_contango_moderate,oil,2025-11-04
2015-09-22,0.40329278085864145,-0.003868288765654343,oil_neutral,oil,2025-11-04
2015-09-23,0.5233607268876621,0.0009344290755064824,oil_contango_moderate,oil,2025-11-04
2015-09-24,0.36934307274056494,-0.005226277090377403,oil_neutral,oil,2025-11-04
2015-09-25,0.0,-0.020956443026188626,oil_backwardation_strong,oil,2025-11-04
2015-09-28,0.0,-0.022759914592891388,oil_backwardation_strong,oil,2025-11-04
2015-09-29,0.11014274056353147,-0.015594290377458742,oil_backwardation_moderate,oil,2025-11-04
2015-09-30,0.17512234855981682,-0.012995106057607328,oil_backwardation_moderate,oil,2025-11-04
2015-10-01,0.4964234999398073,-0.00014306000240770915,oil_neutral,oil,2025-11-04
2015-10-02,0.8191597634482749,0.012766390537930999,oil_contango_moderate,oil,2025-11-04
2015-10-05,1.0,0.025041184779017372,oil_contango_strong,oil,2025-11-04
2015-10-06,0.8220754627586782,0.012883018510347122,oil_contango_moderate,oil,2025-11-04
2015-10-07,0.44496996809297834,-0.0022012012762808674,oil_neutral,oil,2025-11-04
2015-10-08,0.0,-0.03125383000171105,oil_backwardation_strong,oil,2025-11-04
2015-10-09,0.0,-0.057155178550795535,oil_backwardation_strong,oil,2025-11-04
2015-10-12,0.0,-0.07621656507539501,oil_backwardation_strong,oil,2025-11-04
2015-10-13,0.0,-0.08316875385815639,oil_backwardation_strong,oil,2025-11-04
2015-10-14,0.0,-0.09331914155606615,oil_backwardation_strong,oil,2025-11-04
2015-10-15,0.0,-0.09707110737509625,oil_backwardation_strong,oil,2025-11-04
2015-10-16,0.0,-0.09748018359953055,oil_backwardation_strong,oil,2025-11-04
2015-10-19,0.0,-0.1078991207400178,oil_backwardation_strong,oil,2025-11-04
2015-10-20,0.0,-0.1140468424496418,oil_backwardation_strong,oil,2025-11-04
2015-10-21,0.0,-0.11372779793848883,oil_backwardation_strong,oil,2025-11-04
2015-10-22,0.0,-0.11373478966270753,oil_backwardation_strong,oil,2025-11-04
2015-10-23,0.0,-0.11110571414161714,oil_backwardation_strong,oil,2025-11-04
2015-10-26,0.0,-0.09919043792521198,oil_backwardation_strong,oil,2025-11-04
2015-10-27,0.0,-0.08619358986833806,oil_backwardation_strong,oil,2025-11-04
2015-10-28,0.0,-0.0888788772597909,oil_backwardation_strong,oil,2025-11-04
2015-10-29,0.0,-0.08862923272642739,oil_backwardation_strong,oil,2025-11-04
2015-10-30,0.0,-0.09333200458810705,oil_backwardation_strong,oil,2025-11-04
2015-11-02,0.0,-0.10952440923350797,oil_backwardation_strong,oil,2025-11-04
2015-11-03,0.0,-0.1287179226011282,oil_backwardation_strong,oil,2025-11-04
2015-11-04,0.0,-0.13266648591385122,oil_backwardation_strong,oil,2025-11-04
2015-11-05,0.0,-0.14208155856644789,oil_backwardation_strong,oil,2025-11-04
2015-11-06,0.0,-0.14720132739556424,oil_backwardation_strong,oil,2025-11-04
2015-11-09,0.0,-0.15094868985236964,oil_backwardation_strong,oil,2025-11-04
2015-11-10,0.0,-0.1563223244060082,oil_backwardation_strong,oil,2025-11-04
2015-11-11,0.0,-0.1630269112151871,oil_backwardation_strong,oil,2025-11-04
2015-11-12,0.0,-0.15533626120585692,oil_backwardation_strong,oil,2025-11-04
2015-11-13,0.0,-0.14094384891001788,oil_backwardation_strong,oil,2025-11-04
2015-11-16,0.0,-0.1397680555719098,oil_backwardation_strong,oil,2025-11-04
2015-11-17,0.0,-0.13422479324969266,oil_backwardation_strong,oil,2025-11-04
2015-11-18,0.0,-0.12982687014035596,oil_backwardation_strong,oil,2025-11-04
2015-11-19,0.0,-0.13340175713086794,oil_backwardation_strong,oil,2025-11-04
2015-11-20,0.0,-0.1334406895077626,oil_backwardation_strong,oil,2025-11-04
2015-11-23,0.0,-0.11680939731194515,oil_backwardation_strong,oil,2025-11-04
2015-11-24,0.0,-0.10456881148098314,oil_backwardation_strong,oil,2025-11-04
2015-11-25,0.0,-0.09855450548264413,oil_backwardation_strong,oil,2025-11-04
2015-11-27,0.0,-0.08222244085610012,oil_backwardation_strong,oil,2025-11-04
2015-11-30,0.0,-0.08461503727626644,oil_backwardation_strong,oil,2025-11-04
2015-12-01,0.0,-0.0888351921153874,oil_backwardation_strong,oil,2025-11-04
2015-12-02,0.0,-0.08846840937986286,oil_backwardation_strong,oil,2025-11-04
2015-12-03,0.0,-0.08976590962435334,oil_backwardation_strong,oil,2025-11-04
2015-12-04,0.0,-0.1066548793063844,oil_backwardation_strong,oil,2025-11-04
2015-12-07,0.0,-0.11077279292520528,oil_backwardation_strong,oil,2025-11-04
2015-12-08,0.0,-0.11651360349442885,oil_backwardation_strong,oil,2025-11-04
2015-12-09,0.0,-0.13177968943546073,oil_backwardation_strong,oil,2025-11-04
2015-12-10,0.0,-0.14139541839871933,oil_backwardation_strong,oil,2025-11-04
2015-12-11,0.0,-0.14058623186295494,oil_backwardation_strong,oil,2025-11-04
2015-12-14,0.0,-0.14550887666414297,oil_backwardation_strong,oil,2025-11-04
2015-12-15,0.0,-0.16494039318279896,oil_backwardation_strong,oil,2025-11-04
2015-12-16,0.0,-0.17387818301170627,oil_backwardation_strong,oil,2025-11-04
2015-12-17,0.0,-0.18683985674287923,oil_backwardation_strong,oil,2025-11-04
2015-12-18,0.0,-0.18728014926942702,oil_backwardation_strong,oil,2025-11-04
2015-12-21,0.0,-0.17359980143654716,oil_backwardation_strong,oil,2025-11-04
2015-12-22,0.0,-0.1635945670089692,oil_backwardation_strong,oil,2025-11-04
2015-12-23,0.0,-0.1630451714542707,oil_backwardation_strong,oil,2025-11-04
2015-12-24,0.0,-0.14376598434986015,oil_backwardation_strong,oil,2025-11-04
2015-12-28,0.0,-0.13131161103234407,oil_backwardation_strong,oil,2025-11-04
2015-12-29,0.0,-0.13923649225524773,oil_backwardation_strong,oil,2025-11-04
2015-12-30,0.0,-0.1342318419398949,oil_backwardation_strong,oil,2025-11-04
2015-12-31,0.0,-0.13389426379857047,oil_backwardation_strong,oil,2025-11-04
2016-01-04,0.0,-0.13027630581180544,oil_backwardation_strong,oil,2025-11-04
2016-01-05,0.0,-0.1370807936000338,oil_backwardation_strong,oil,2025-11-04
2016-01-06,0.0,-0.1331101803593925,oil_backwardation_strong,oil,2025-11-04
2016-01-07,0.0,-0.12745224838753938,oil_backwardation_strong,oil,2025-11-04
2016-01-08,0.0,-0.12007426351511134,oil_backwardation_strong,oil,2025-11-04
2016-01-11,0.0,-0.12021336445338555,oil_backwardation_strong,oil,2025-11-04
2016-01-12,0.0,-0.12389279487946384,oil_backwardation_strong,oil,2025-11-04
2016-01-13,0.0,-0.11281460526365053,oil_backwardation_strong,oil,2025-11-04
2016-01-14,0.0,-0.10520799020667737,oil_backwardation_strong,oil,2025-11-04
2016-01-15,0.0,-0.06528858422962823,oil_backwardation_strong,oil,2025-11-04
2016-01-19,0.0,-0.024433580794294658,oil_backwardation_strong,oil,2025-11-04
2016-01-20,1.0,0.02519116304680255,oil_contango_strong,oil,2025-11-04
2016-01-21,1.0,0.044741352108901025,oil_contango_strong,oil,2025-11-04
2016-01-22,1.0,0.057208335067982966,oil_contango_strong,oil,2025-11-04
2016-01-25,1.0,0.04911913344513721,oil_contango_strong,oil,2025-11-04
2016-01-26,1.0,0.045554868931706946,oil_contango_strong,oil,2025-11-04
2016-01-27,0.9898684093555824,0.0195947363742233,oil_contango_moderate,oil,2025-11-04
2016-01-28,0.6111539679528494,0.004446158718113972,oil_contango_moderate,oil,2025-11-04
2016-01-29,0.7554503405824642,0.010218013623298569,oil_contango_moderate,oil,2025-11-04
2016-02-01,1.0,0.028613150863175497,oil_contango_strong,oil,2025-11-04
2016-02-02,1.0,0.04719062531536665,oil_contango_strong,oil,2025-11-04
2016-02-03,1.0,0.07375846733493559,oil_contango_strong,oil,2025-11-04
2016-02-04,1.0,0.11623484586975405,oil_contango_strong,oil,2025-11-04
2016-02-05,1.0,0.14955127423021428,oil_contango_strong,oil,2025-11-04
2016-02-08,1.0,0.1841402623210804,oil_contango_strong,oil,2025-11-04
2016-02-09,1.0,0.22314136757894998,oil_contango_strong,oil,2025-11-04
2016-02-10,1.0,0.28038550561359565,oil_contango_strong,oil,2025-11-04
2016-02-11,1.0,0.3248174921532641,oil_contango_strong,oil,2025-11-04
2016-02-12,1.0,0.334912548027657,oil_contango_strong,oil,2025-11-04
2016-02-16,1.0,0.3462427966559636,oil_contango_strong,oil,2025-11-04
2016-02-17,1.0,0.3379355296158821,oil_contango_strong,oil,2025-11-04
2016-02-18,1.0,0.3148181754509708,oil_contango_strong,oil,2025-11-04
2016-02-19,1.0,0.30049357815776123,oil_contango_strong,oil,2025-11-04
2016-02-22,1.0,0.31700982289937224,oil_contango_strong,oil,2025-11-04
2016-02-23,1.0,0.29288377095289286,oil_contango_strong,oil,2025-11-04
2016-02-24,1.0,0.28235379580420383,oil_contango_strong,oil,2025-11-04
2016-02-25,1.0,0.26777973181185466,oil_contango_strong,oil,2025-11-04
2016-02-26,1.0,0.2312649833832247,oil_contango_strong,oil,2025-11-04
2016-02-29,1.0,0.19247318883458467,oil_contango_strong,oil,2025-11-04
2016-03-01,1.0,0.16685081993863643,oil_contango_strong,oil,2025-11-04
2016-03-02,1.0,0.12008682510257333,oil_contango_strong,oil,2025-11-04
2016-03-03,1.0,0.07660767317995001,oil_contango_strong,oil,2025-11-04
2016-03-04,1.0,0.03562755041384575,oil_contango_strong,oil,2025-11-04
2016-03-07,0.7327449059113482,0.009309796236453928,oil_contango_moderate,oil,2025-11-04
2016-03-08,0.44789887734839967,-0.002084044906064013,oil_neutral,oil,2025-11-04
2016-03-09,0.6154029760828023,0.00461611904331209,oil_contango_moderate,oil,2025-11-04
2016-03-10,1.0,0.020364857754223177,oil_contango_strong,oil,2025-11-04
2016-03-11,1.0,0.04685481096177533,oil_contango_strong,oil,2025-11-04
2016-03-14,1.0,0.07189268652565309,oil_contango_strong,oil,2025-11-04
2016-03-15,1.0,0.09670553393600069,oil_contango_strong,oil,2025-11-04
2016-03-16,1.0,0.09568734016543415,oil_contango_strong,oil,2025-11-04
2016-03-17,1.0,0.07930232991412535,oil_contango_strong,oil,2025-11-04
2016-03-18,1.0,0.06769861970477328,oil_contango_strong,oil,2025-11-04
2016-03-21,1.0,0.057586755106200704,oil_contango_strong,oil,2025-11-04
2016-03-22,1.0,0.037685262941658706,oil_contango_strong,oil,2025-11-04
2016-03-23,1.0,0.05083933454683263,oil_contango_strong,oil,2025-11-04
2016-03-24,1.0,0.07149098558576404,oil_contango_strong,oil,2025-11-04
2016-03-28,1.0,0.0881946999031277,oil_contango_strong,oil,2025-11-04
2016-03-29,1.0,0.11952076469222477,oil_contango_strong,oil,2025-11-04
2016-03-30,1.0,0.16059086021032234,oil_contango_strong,oil,2025-11-04
2016-03-31,1.0,0.18612861552422913,oil_contango_strong,oil,2025-11-04
2016-04-01,1.0,0.22072872538383184,oil_contango_strong,oil,2025-11-04
2016-04-04,1.0,0.25139929466821465,oil_contango_strong,oil,2025-11-04
2016-04-05,1.0,0.2595836666004428,oil_contango_strong,oil,2025-11-04
2016-04-06,1.0,0.24508932302104322,oil_contango_strong,oil,2025-11-04
2016-04-07,1.0,0.23517994167516104,oil_contango_strong,oil,2025-11-04
2016-04-08,1.0,0.20074044581177755,oil_contango_strong,oil,2025-11-04
2016-04-11,1.0,0.16708160412384185,oil_contango_strong,oil,2025-11-04
2016-04-12,1.0,0.1329101863680286,oil_contango_strong,oil,2025-11-04
2016-04-13,1.0,0.12168007347900756,oil_contango_strong,oil,2025-11-04
2016-04-14,1.0,0.10566090247611959,oil_contango_strong,oil,2025-11-04
2016-04-15,1.0,0.12322716237337253,oil_contango_strong,oil,2025-11-04
2016-04-18,1.0,0.14539674662851984,oil_contango_strong,oil,2025-11-04
2016-04-19,1.0,0.16139678751440542,oil_contango_strong,oil,2025-11-04
2016-04-20,1.0,0.16317190674486376,oil_contango_strong,oil,2025-11-04
2016-04-21,1.0,0.16095289032357687,oil_contango_strong,oil,2025-11-04
2016-04-22,1.0,0.14978542558832877,oil_contango_strong,oil,2025-11-04
2016-04-25,1.0,0.13732928669947006,oil_contango_strong,oil,2025-11-04
2016-04-26,1.0,0.13285868416961422,oil_contango_strong,oil,2025-11-04
2016-04-27,1.0,0.12377382694902253,oil_contango_strong,oil,2025-11-04
2016-04-28,1.0,0.1174459865058373,oil_contango_strong,oil,2025-11-04
2016-04-29,1.0,0.10594694535604714,oil_contango_strong,oil,2025-11-04
2016-05-02,1.0,0.09468065381020882,oil_contango_strong,oil,2025-11-04
2016-05-03,1.0,0.0888851518754007,oil_contango_strong,oil,2025-11-04
2016-05-04,1.0,0.09498299577559698,oil_contango_strong,oil,2025-11-04
2016-05-05,1.0,0.10478667278789673,oil_contango_strong,oil,2025-11-04
2016-05-06,1.0,0.11719132880019534,oil_contango_strong,oil,2025-11-04
2016-05-09,1.0,0.13369534356062757,oil_contango_strong,oil,2025-11-04
