date,ticker,signal_12m,signal_type,calculation_date
2003-02-07 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-02-10 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-02-10 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-02-10 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-02-11 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-02-11 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-02-11 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-02-12 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-02-12 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-02-12 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-02-13 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-02-13 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-02-13 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-02-14 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-02-14 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-02-14 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-02-18 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-02-18 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-02-18 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-02-19 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-02-19 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-02-19 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-02-20 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-02-20 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-02-20 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-02-21 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-02-21 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-02-21 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-02-24 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-02-24 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-02-24 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-02-25 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-02-25 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-02-25 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-02-26 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-02-26 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-02-26 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-02-27 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-02-27 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-02-27 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-02-28 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-02-28 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-02-28 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-03-03 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-03-03 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-03-03 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-03-04 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-03-04 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-03-04 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-03-05 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-03-05 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-03-05 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-03-06 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-03-06 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-03-06 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-03-07 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-03-07 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-03-07 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-03-10 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-03-10 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-03-10 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-03-11 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-03-11 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-03-11 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-03-12 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-03-12 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-03-12 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-03-13 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-03-13 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-03-13 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-03-14 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-03-14 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-03-14 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-03-17 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-03-17 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-03-17 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-03-18 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-03-18 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-03-18 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-03-19 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-03-19 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-03-19 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-03-20 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-03-20 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-03-20 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-03-21 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-03-21 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-03-21 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-03-24 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-03-24 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-03-24 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-03-25 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-03-25 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-03-25 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-03-26 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-03-26 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-03-26 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-03-27 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-03-27 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-03-27 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-03-28 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-03-28 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-03-28 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-03-31 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-03-31 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-03-31 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-04-01 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-04-01 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-04-01 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-04-02 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-04-02 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-04-02 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-04-03 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-04-03 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-04-03 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-04-04 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-04-04 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-04-04 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-04-07 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-04-07 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-04-07 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-04-08 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-04-08 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-04-08 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-04-09 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-04-09 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-04-09 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-04-10 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-04-10 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-04-10 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-04-11 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-04-11 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-04-11 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-04-14 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-04-14 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-04-14 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-04-15 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-04-15 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-04-15 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-04-16 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-04-16 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-04-16 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-04-17 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-04-17 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-04-17 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-04-21 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-04-21 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-04-21 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-04-22 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-04-22 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-04-22 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-04-23 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-04-23 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-04-23 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-04-24 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-04-24 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-04-24 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-04-25 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-04-25 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-04-25 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-04-28 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-04-28 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-04-28 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-04-29 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-04-29 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-04-29 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-04-30 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-04-30 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-04-30 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-05-01 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-05-01 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-05-01 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-05-02 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-05-02 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-05-02 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-05-05 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-05-05 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-05-05 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-05-06 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-05-06 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-05-06 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-05-07 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-05-07 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-05-07 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-05-08 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-05-08 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-05-08 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-05-09 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-05-09 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-05-09 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-05-12 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-05-12 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-05-12 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-05-13 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-05-13 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-05-13 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-05-14 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-05-14 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-05-14 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-05-15 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-05-15 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-05-15 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-05-16 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-05-16 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-05-16 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-05-19 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-05-19 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-05-19 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-05-20 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-05-20 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-05-20 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-05-21 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-05-21 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-05-21 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-05-22 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-05-22 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-05-22 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-05-23 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-05-23 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-05-23 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-05-27 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-05-27 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-05-27 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-05-28 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-05-28 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-05-28 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-05-29 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-05-29 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-05-29 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-05-30 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-05-30 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-05-30 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-06-02 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-06-02 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-06-02 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-06-03 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-06-03 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-06-03 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-06-04 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-06-04 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-06-04 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-06-05 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-06-05 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-06-05 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-06-06 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-06-06 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-06-06 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-06-09 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-06-09 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-06-09 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-06-10 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-06-10 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-06-10 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-06-11 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-06-11 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-06-11 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-06-12 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-06-12 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-06-12 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-06-13 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-06-13 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-06-13 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-06-16 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-06-16 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-06-16 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-06-17 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-06-17 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-06-17 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-06-18 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-06-18 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-06-18 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-06-19 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-06-19 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-06-19 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-06-20 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-06-20 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-06-20 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-06-23 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-06-23 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-06-23 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-06-24 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-06-24 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-06-24 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-06-25 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-06-25 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-06-25 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-06-26 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-06-26 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-06-26 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-06-27 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-06-27 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-06-27 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-06-30 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-06-30 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-06-30 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-07-01 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-07-01 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-07-01 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-07-02 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-07-02 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-07-02 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-07-03 13:00:00,EWJ,,12m_minus_1,2025-10-30
2003-07-03 13:00:00,FEZ,,12m_minus_1,2025-10-30
2003-07-03 13:00:00,SPY,,12m_minus_1,2025-10-30
2003-07-07 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-07-07 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-07-07 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-07-08 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-07-08 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-07-08 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-07-09 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-07-09 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-07-09 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-07-10 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-07-10 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-07-10 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-07-11 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-07-11 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-07-11 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-07-14 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-07-14 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-07-14 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-07-15 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-07-15 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-07-15 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-07-16 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-07-16 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-07-16 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-07-17 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-07-17 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-07-17 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-07-18 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-07-18 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-07-18 16:00:00,SPY,,12m_minus_1,2025-10-30
2003-07-21 16:00:00,EWJ,,12m_minus_1,2025-10-30
2003-07-21 16:00:00,FEZ,,12m_minus_1,2025-10-30
2003-07-21 16:00:00,SPY,,12m_minus_1,2025-10-30
