Date,Regime,gate_value,oil_return,slope
2003-08-22,0,0.0,-0.004415018209116831,-0.14664981036662453
2003-08-25,0,0.0,-0.006659292089976961,-0.10308622335348389
2003-08-26,0,0.0,0.01828550317229542,-0.11621368322399248
2003-08-27,1,1.0,-0.026271490352141227,-0.09525336754329695
2003-08-28,0,0.0,0.007349449920924724,-0.09742120343839537
2003-08-29,1,1.0,0.011081322828379798,-0.08091939546599497
2003-09-02,1,1.0,-0.07144730251454921,-0.004734528238079154
2003-09-03,1,1.0,-0.004745771619004492,0.0135915732246007
2003-09-04,1,1.0,-0.019211568570537674,0.05195704883962591
2003-09-05,1,1.0,0.0020761253131999133,0.050812305565157236
2003-09-08,1,1.0,-0.002769126033935051,0.056499133448873445
2003-09-09,0,0.0,0.012743413368444836,0.013004791238877569
2003-09-10,0,0.0,0.006481346243350267,0.05304318259095541
2003-09-11,0,0.0,-0.01887819922017891,0.1091476091476091
2003-09-12,0,0.0,-0.02100917608934332,0.12915782024062272
2003-09-15,0,0.0,-0.0039000226706820663,0.1253996447602132
2003-09-16,0,0.0,-0.019731581862595014,0.14999999999999988
2003-09-17,0,0.0,-0.02197890671877534,0.1670370370370371
2003-09-18,0,0.0,0.009583560264057506,0.12289068231841517
2003-09-19,0,0.0,-0.012179519444879116,0.1277385815076124
2003-09-22,0,0.0,0.0014842303281309408,0.11939191694475353
2003-09-23,0,0.0,0.0011117288526904154,0.1111111111111111
2003-09-24,1,1.0,0.043130439121692184,0.07520397304008504
2003-09-25,1,1.0,0.0035410801874544797,0.060091905266878735
2003-09-26,0,0.0,-0.002831860299570871,0.06168025522864227
2003-09-29,0,0.0,0.004950505159856205,0.043033509700176324
2003-09-30,1,1.0,0.02919915469226235,-0.008221993833504693
2003-10-01,0,0.0,0.008188377379358033,-0.025823989126741352
2003-10-02,0,0.0,0.013500036281275801,-0.019778746228628893
2003-10-03,0,0.0,0.017940680531000362,-0.051366480079025424
2003-10-06,0,0.0,0.0009873293545184583,-0.05065789473684208
2003-10-07,0,0.0,0.00262812240626963,-0.006233595800524976
2003-10-08,1,1.0,-0.029296369488430823,0.021959459459459412
2003-10-09,1,1.0,0.045244632655096685,-0.007749434937035791
2003-10-10,1,1.0,0.033029359996660214,-0.031240237425804326
2003-10-13,1,1.0,-0.0031289136916194662,-0.021936696960200543
2003-10-14,1,1.0,-0.007233873343927063,-0.009785353535353494
2003-10-15,1,1.0,0.0018921481520379623,0.004725897920604983
2003-10-16,0,0.0,-0.007272759329079697,0.025388765471278982
2003-10-17,0,0.0,-0.028978202811862114,0.03724273113361649
2003-10-20,0,0.0,-0.007871473899663707,0.0918669739874875
2003-10-21,0,0.0,-0.005944535338909916,0.08777740973832401
2003-10-22,0,0.0,-0.0063133620565921445,0.09566666666666658
2003-10-23,0,0.0,0.01028030940755638,0.06433520290333221
2003-10-24,0,0.0,-0.010613698308794106,0.0
2003-10-27,0,0.0,-0.0013346681994593722,0.0023372287145242165
2003-10-28,0,0.0,-0.012768990697072522,0.02570172472100095
2003-10-29,0,0.0,-0.02119012984538161,0.032469775474956865
2003-10-30,0,0.0,-0.009718924123725674,0.07220090687129392
2003-10-31,0,0.0,0.019686354986299268,0.04685362517099867
2003-11-03,0,0.0,-0.014815085785140587,0.08434571329399514
2003-11-04,0,0.0,0.0017340042492876516,0.06306306306306307
2003-11-05,1,1.0,0.04836107169342106,0.05909541102674147
2003-11-06,1,1.0,-0.0013214405622954738,0.048595041322314014
2003-11-07,1,1.0,0.01574319166554274,0.03872437357630983
2003-11-10,1,1.0,0.009070356969964279,0.032247662044501656
2003-11-11,1,1.0,0.006428823170330359,0.05927587311759056
2003-11-12,0,0.0,0.005113465919898775,0.05737966209754545
2003-11-13,0,0.0,0.01644045881937956,0.03292568203198486
2003-11-14,0,0.0,0.013084298814440693,0.032497678737232964
2003-11-17,0,0.0,-0.017484054497706295,0.062047244094488155
2003-11-18,1,1.0,0.043451604928393464,-0.010554885404101157
2003-11-19,1,1.0,-0.009697045682866537,-0.03440925700365415
2003-11-20,1,1.0,0.0009131030919003674,-0.02555521752357762
2003-11-21,1,1.0,-0.018732314979065218,0.022628642281463236
2003-11-24,1,1.0,-0.07296407993614507,0.08402800933644547
2003-11-25,1,1.0,0.000999833444398153,0.09960026648900727
2003-11-26,1,1.0,0.010273495495173887,0.07187603033300362
2003-12-01,1,1.0,-0.014613345404643168,0.12780194044831047
2003-12-02,1,1.0,0.028040761814603344,0.09108653220559534
2003-12-03,0,0.0,-0.004237985153128676,0.0967004246978112
2003-12-04,0,0.0,0.020372572014163995,0.09699103713188235
2003-12-05,0,0.0,-0.018088348472429735,0.12059973924380714
2003-12-08,1,1.0,0.04462180649925829,0.08852867830423951
2003-12-09,1,1.0,-0.011285386231666533,0.08007566204287514
2003-12-10,1,1.0,0.006285375814960957,0.08458646616541339
2003-12-11,1,1.0,0.0028155814001634997,0.04998437988128714
2003-12-12,0,0.0,0.032275738411106515,0.0635208711433755
2003-12-15,0,0.0,0.0033217605660828195,0.09164908049442264
2003-12-16,0,0.0,-0.00695812820946695,0.07862780813600496
2003-12-17,0,0.0,0.012669852741051904,0.05275779376498795
2003-12-18,0,0.0,0.010733555643108633,0.03618030842230127
2003-12-19,0,0.0,-0.02735778616064438,0.048765620237732225
2003-12-22,0,0.0,-0.03410125842275439,0.07190160832544942
2003-12-23,0,0.0,0.010040875070810902,0.0499531689041524
2003-12-24,1,1.0,0.029531521619423365,-0.003940588056987043
2003-12-29,1,1.0,-0.014656750924676255,0.019993848046754803
2003-12-30,1,1.0,0.015262811549287733,0.03059678885186323
2003-12-31,1,1.0,-0.015262811549287617,0.05198400492156275
2004-01-05,1,1.0,0.036246794930155445,-0.019282112132898207
2004-01-06,1,1.0,-0.00505577285090658,-0.008348240906380476
2004-01-07,1,1.0,0.0008940545968807142,-0.03217158176943695
2004-01-08,1,1.0,0.02063752489457404,-0.03968485555879797
2004-01-09,0,0.0,0.0032046640681857625,-0.010180337405468335
2004-01-12,0,0.0,0.01558473101669833,-0.02835051546391758
2004-01-13,0,0.0,-0.019081238075427765,-0.006713368359602945
2004-01-14,0,0.0,0.01045305685208922,-0.0031773541305603536
2004-01-15,1,1.0,-0.029607908011048838,0.04522463552514142
2004-01-16,1,1.0,0.04508543107996188,0.007394766780432455
2004-01-20,1,1.0,0.02942625096057374,-0.011046672190002722
2004-01-21,1,1.0,-0.018957913744614044,0.007599211933577147
2004-01-22,1,1.0,-0.0116066412660199,0.017938496583143584
2004-01-23,1,1.0,-0.005138464061005371,0.026044647967945155
2004-01-26,1,1.0,-0.015285084896521549,0.08340598663179323
2004-01-27,0,0.0,-0.012280856101364174,0.04295380994410123
2004-01-28,0,0.0,-0.010647837955846388,0.07285162057686576
2004-01-29,0,0.0,-0.02316241314305628,0.1214242239805235
2004-01-30,0,0.0,0.009088217657972018,0.10373944511459605
2004-02-02,0,0.0,0.025604256700621688,0.052322163433274366
2004-02-03,1,1.0,0.005277057100843819,0.07631578947368418
2004-02-04,1,1.0,-0.03390155167568134,0.12855414398064124
2004-02-05,1,1.0,0.006031381371903455,0.09831629585087202
2004-02-06,1,1.0,-0.02342312408377255,0.11695906432748529
2004-02-09,1,1.0,0.012844213274239513,0.10027347310847781
2004-02-10,1,1.0,0.03346592555756601,0.08580664119894216
2004-02-11,1,1.0,-0.002942909716675577,0.06719717064544654
2004-02-12,1,1.0,0.0029429097166757084,0.10020570085218915
2004-02-13,0,0.0,0.014006648597097666,0.08258475804114754
2004-02-17,0,0.0,0.017806329167823664,0.0876743524053515
2004-02-18,0,0.0,0.00822116607695178,0.06747600225861097
2004-02-19,0,0.0,0.010950551655653758,0.0636693660988551
2004-02-20,0,0.0,-0.00027929060368684055,0.03687150837988828
2004-02-23,0,0.0,-0.0013976242666378616,0.057622377622377687
2004-02-24,0,0.0,0.0027932979056126536,0.03375174337517436
2004-02-25,1,1.0,0.039113422771761074,-0.04318669527896994
2004-02-26,1,1.0,-0.05033373683925385,0.004513399153737562
2004-02-27,1,1.0,0.017615442216286244,-0.018569844789357033
2004-03-01,1,1.0,0.02111692344092283,-0.018995929443690714
2004-03-02,1,1.0,-0.006807378228025014,-0.02322404371584703
2004-03-03,1,1.0,-0.02210034700066608,-0.03715083798882677
2004-03-04,1,1.0,0.02782165398427534,-0.06574300461831029
2004-03-05,1,1.0,0.013491839842136743,-0.08094344679710541
2004-03-08,1,1.0,-0.021127546425875394,-0.03941965507801801
2004-03-09,1,1.0,-0.006591619582212181,-0.00027555800495998925
2004-03-10,1,1.0,-0.0022068974474291187,0.025683512841756413
2004-03-11,0,0.0,0.020230323616660988,0.02273342354533143
2004-03-12,0,0.0,-0.020230323616661057,0.024302678818006147
2004-03-15,1,1.0,0.03340432783184149,-0.02190170940170941
2004-03-16,1,1.0,-0.0021390382487494184,0.010171306209850175
2004-03-17,1,1.0,0.022496648098166715,-0.013347291285003874
2004-03-18,1,1.0,-0.010523643555967029,-0.00925681036762765
2004-03-19,0,0.0,0.007378162587671265,-0.012601732738251614
2004-03-22,0,0.0,-0.025795872572512982,-0.013739224137930982
2004-03-23,0,0.0,0.01841770998484189,-0.002909283258397234
2004-03-24,0,0.0,-0.02003539704562772,0.004317323259578969
2004-03-25,1,1.0,-0.038228221486413534,0.037846930193439904
2004-03-26,1,1.0,-0.001683502081113876,0.052794158944116897
2004-03-29,1,1.0,-0.005632231165874035,0.05139791019486022
2004-03-30,1,1.0,0.020682682480961365,0.037344398340249
2004-03-31,1,1.0,-0.011126679464756992,0.0436363636363637
2004-04-01,1,1.0,-0.03646088861124266,0.10995068175224831
2004-04-02,1,1.0,-0.0023235560845990787,0.12997964524571093
2004-04-05,1,1.0,-0.002912057969345928,0.1574803149606299
2004-04-06,1,1.0,0.023062423120294863,0.12311199772014798
2004-04-07,1,1.0,0.03335043565181198,0.10198456449834607
2004-04-08,0,0.0,0.023427930677623825,0.04738826063543344
2004-04-12,0,0.0,0.017349961436837744,0.06641968774808145
2004-04-13,1,1.0,-0.018697125859898092,0.08654623887840371
2004-04-14,1,1.0,-0.012752852255134927,0.11796832332058986
2004-04-15,1,1.0,0.030126000694039656,0.0975092739798622
2004-04-16,1,1.0,-0.0010604454864390803,0.10159151193633947
2004-04-19,0,0.0,-0.006386397438022629,0.0763481046449546
2004-04-20,0,0.0,0.003996275466302445,0.10635469290082425
2004-04-21,1,1.0,-0.026948545350100207,0.11772739688609676
2004-04-22,1,1.0,0.029338667321820232,0.05649867374005293
2004-04-23,1,1.0,-0.012813843239860501,0.12923159591617417
2004-04-26,1,1.0,-0.005387944068753152,0.1196650459211237
2004-04-27,1,1.0,0.012615923602469097,0.08295545478794343
2004-04-28,0,0.0,-0.006959342863195307,0.054257319366102695
2004-04-29,0,0.0,0.0072260450917396276,0.06399999999999996
2004-04-30,0,0.0,-0.0050795457432985395,0.13454837845081735
2004-05-03,0,0.0,0.025143576779040236,0.04443282801881868
2004-05-04,0,0.0,0.01556047993718725,0.011065362840967569
2004-05-05,0,0.0,0.021133822845679842,-0.03149407911312673
2004-05-06,0,0.0,-0.0070796755880616884,-0.017508246637909106
2004-05-07,0,0.0,0.01435973786534159,-0.07003501750875431
2004-05-10,1,1.0,-0.027385078447853366,-0.033419023136246714
2004-05-11,1,1.0,0.0353572183282366,-0.04590570719602964
2004-05-12,1,1.0,0.0,-0.06749379652605457
2004-05-13,1,1.0,0.015756111280506146,-0.09184171958964334
2004-05-14,1,1.0,0.011656275734294631,-0.09874456784162249
2004-05-17,0,0.0,0.002652201675224059,-0.07271851673489052
2004-05-18,1,1.0,-0.029568433879549043,-0.04067460317460319
2004-05-19,1,1.0,0.03149289923173679,-0.09420812304734442
2004-05-20,1,1.0,-0.016721581911424123,-0.06867057673509291
2004-05-21,1,1.0,-0.026998543889872963,-0.056992216921918054
2004-05-24,1,1.0,0.05376325182347257,-0.10040447299547939
2004-05-25,1,1.0,-0.013895767435721275,-0.09915560916767187
2004-05-26,1,1.0,-0.020719814973617096,-0.10714285714285718
2004-05-27,1,1.0,-0.033816622379269565,-0.09299363057324837
2004-05-28,1,1.0,0.01642487966740033,-0.07468671679197987
2004-06-01,1,1.0,0.05911973063701449,-0.08906213087644688
2004-06-02,1,1.0,-0.05761710075247954,-0.03978978978978987
2004-06-03,1,1.0,-0.016908920209984413,0.00687197760244345
2004-06-04,1,1.0,-0.021871449468276634,0.019250780437044798
2004-06-07,1,1.0,0.007257678306284511,0.0400309917355373
2004-06-08,0,0.0,-0.04058528011507833,0.07315761161915005
2004-06-09,0,0.0,0.01123306810255101,0.04521276595744669
2004-06-10,0,0.0,0.02235464555580427,0.028608582574772282
2004-06-14,0,0.0,-0.022886701966333852,0.0904736562001064
2004-06-15,0,0.0,-0.010701011692021208,0.09467455621301783
2004-06-16,0,0.0,0.004026310633194486,0.10099115992499338
2004-06-17,0,0.0,0.031120654900324955,0.07894053492599323
2004-06-18,0,0.0,0.004404722758276071,0.056359875904860385
2004-06-21,0,0.0,-0.02592786330604955,0.07800477580260029
2004-06-22,0,0.0,0.011081907606724936,0.08921542902125423
2004-06-23,0,0.0,-0.01453706054570661,0.11341853035143765
2004-06-24,0,0.0,0.006633963562779369,0.09627082782332717
2004-06-25,0,0.0,-0.012508479789264922,0.12024638457418303
2004-06-28,0,0.0,-0.02962575681289288,0.18096551724137938
2004-06-29,0,0.0,-0.018093743442698956,0.1991573033707864
2004-06-30,1,1.0,0.03640777177666674,0.18418201516793056
2004-07-01,1,1.0,0.043462060107693413,0.13667012448132768
2004-07-02,1,1.0,-0.0049395654834839455,0.15011727912431602
2004-07-06,1,1.0,0.030542602495650478,0.08013144590495436
2004-07-07,1,1.0,-0.009652094238116766,0.13297600816743238
2004-07-08,1,1.0,0.02744036234696822,0.09138316364539358
2004-07-09,0,0.0,-0.009230450967545187,0.12431077694235591
2004-07-12,1,1.0,-0.01515180502060222,0.1325699745547074
2004-07-13,0,0.0,0.006341175338447247,0.13072060682680156
2004-07-14,1,1.0,0.03551844859709079,0.110785749145925
2004-07-15,0,0.0,-0.006856050362204224,0.1452088452088451
2004-07-16,0,0.0,0.009780029053639479,0.11970802919708033
2004-07-19,0,0.0,0.010889399799268097,0.1251504211793021
2004-07-20,1,1.0,-0.0167459319119811,0.15907978463044542
2004-07-21,0,0.0,-0.00564487938984059,0.1976372138813683
2004-07-22,0,0.0,0.021427652065311924,0.14671163575042168
2004-07-23,0,0.0,0.007440331935540218,0.09995217599234815
2004-07-26,0,0.0,-0.008886812419183482,0.1020506634499396
2004-07-27,0,0.0,0.009125903872802885,0.04781257470714798
2004-07-28,0,0.0,0.0231579347027478,0.0058397570661060496
2004-07-29,0,0.0,-0.002807019386984109,0.00983836964160229
2004-07-30,0,0.0,0.02384096253846715,-0.03202195791399814
2004-08-02,0,0.0,0.0025128511223800345,-0.03650467716176138
2004-08-03,0,0.0,0.006821308850738173,-0.005438477226376659
2004-08-04,1,1.0,-0.032238573625522425,0.030657617598876724
2004-08-05,1,1.0,0.0381129691900104,-0.010137418337463457
2004-08-06,1,1.0,-0.009961594714757847,-0.01751990898748585
2004-08-09,1,1.0,0.020493904960876108,-0.046589389210878206
2004-08-10,1,1.0,-0.007832646064299318,0.000449337227589376
2004-08-11,1,1.0,0.004706945819080691,-0.042039355992844266
2004-08-12,0,0.0,0.017730960971231877,-0.036467486818980745
2004-08-13,0,0.0,0.023663320566573994,-0.04269470070800262
2004-08-16,0,0.0,-0.012739025777429714,-0.04758800521512396
2004-08-17,0,0.0,0.01573817112747604,-0.05818181818181816
2004-08-18,0,0.0,0.012963734841054139,-0.03652871621621615
2004-08-19,1,1.0,0.02707934677962633,-0.047883271681052164
2004-08-20,1,1.0,-0.02202457611800217,-0.010294117647058865
2004-08-23,1,1.0,-0.03419136474827931,0.05239130434782601
2004-08-24,1,1.0,-0.006980831141340205,0.05888791593695267
2004-08-25,1,1.0,-0.041342050917036945,0.11476157882728728
2004-08-26,0,0.0,-0.017724022494500766,0.15095215977705526
2004-08-27,0,0.0,0.0011604968228261113,0.15425655300394336
2004-08-30,0,0.0,-0.018495201208999335,0.1703686200378072
2004-08-31,0,0.0,-0.0021289186041917835,0.17357328913094972
2004-09-01,1,1.0,0.03855563475429053,0.14285714285714277
2004-09-02,1,1.0,0.0034118081543366464,0.1319255222524978
2004-09-03,1,1.0,-0.0022732448980150423,0.16249431042330453
2004-09-07,1,1.0,-0.017447641869802778,0.20379805465493278
2004-09-08,1,1.0,-0.009540502847843971,0.2288987608136544
2004-09-09,1,1.0,0.040326197094793806,0.1991915562542106
2004-09-10,1,1.0,-0.03869087375406294,0.2523342670401493
2004-09-13,1,1.0,0.023530497410194036,0.21956224350205206
2004-09-14,1,1.0,0.017179446014644183,0.20708202599731068
2004-09-15,1,1.0,-0.017863674573668598,0.24777549623545517
2004-09-16,1,1.0,0.004552705336944748,0.24665001135589368
2004-09-17,0,0.0,0.03569417517164876,0.17444663598509752
2004-09-20,0,0.0,0.01522430448924566,0.15001079214331972
2004-09-21,0,0.0,0.0166955932833928,0.16599448100191044
2004-09-22,0,0.0,0.027221111239653154,0.1260070233422847
2004-09-23,0,0.0,-0.000826617116711087,0.15422782716559855
2004-09-24,0,0.0,0.010079278994702663,0.1363078182562424
2004-09-27,0,0.0,0.01422499093134726,0.1374092009685229
2004-09-28,0,0.0,0.004027391669982127,0.05546623794212229
2004-09-29,0,0.0,-0.004632901830777583,0.028669493236422403
2004-09-30,0,0.0,0.0006055101607954839,0.04479418886198545
2004-10-01,0,0.0,0.012033839563723463,-0.0011961722488037314
2004-10-04,0,0.0,-0.006199399916817872,-0.0050150451354062184
2004-10-05,0,0.0,0.02437453475649112,-0.0035238841033672615
2004-10-06,0,0.0,0.017465998049005615,-0.061177375913813004
2004-10-07,0,0.0,0.011096344963010955,-0.055365296803653034
2004-10-08,0,0.0,0.015855371789794,-0.08052434456928834
2004-10-11,0,0.0,0.0046707231105582794,-0.11649580615097857
2004-10-12,0,0.0,-0.0029867485335486623,-0.08954944849504579
2004-10-13,0,0.0,0.006893366840294176,-0.1180839212773858
2004-10-14,0,0.0,0.01529278997522851,-0.1351252514170781
2004-10-15,0,0.0,0.003650305203116544,-0.14465294224813258
2004-10-18,1,1.0,-0.023968699055038893,-0.13976488150774402
2004-10-19,1,1.0,-0.005801457274625182,-0.12068318318318318
2004-10-20,1,1.0,0.03049862112239522,-0.15710904787911892
2004-10-21,1,1.0,-0.007675476278339509,-0.10291689598238854
2004-10-22,1,1.0,0.023927188246079575,-0.13164965072541648
2004-10-25,1,1.0,-0.005568043123719886,-0.12211815561959656
2004-10-26,1,1.0,0.01519378589493439,-0.12825971261309202
2004-10-27,1,1.0,-0.07074305265888808,-0.053503427265803545
2004-10-28,1,1.0,-0.030349289765861636,-0.03513248282630042
2004-10-29,1,1.0,0.01615921465465775,-0.12012359984550017
2004-11-01,1,1.0,-0.03298296623257242,-0.13552894211576844
2004-11-02,1,1.0,-0.010030174359937357,-0.14193548387096772
2004-11-03,1,1.0,0.025872089825595183,-0.155992141453831
2004-11-04,1,1.0,-0.042132610697375616,-0.14938524590163935
2004-11-05,1,1.0,0.01726807763208022,-0.1548841893252769
2004-11-08,1,1.0,-0.011139355690706686,-0.13625254582484733
2004-11-09,1,1.0,-0.03523680609944419,-0.14113924050632906
2004-11-10,1,1.0,0.027056801387513294,-0.15687885010266941
2004-11-11,1,1.0,-0.024949319047948615,-0.12084210526315793
2004-11-12,0,0.0,-0.004219415542708322,-0.06532769556025363
2004-11-15,0,0.0,-0.007427089843615229,-0.059424920127795655
2004-11-16,0,0.0,-0.018270255651669055,0.004555314533622578
2004-11-17,0,0.0,0.016138058681828295,-0.02732123799359661
2004-11-18,0,0.0,-0.011809047592242921,-0.01166306695464361
2004-11-19,1,1.0,0.054635435388638055,-0.09918200408997958
2004-11-22,1,1.0,-0.00862605471976739,-0.12974422442244224
2004-11-23,1,1.0,0.0053487064360013435,-0.15346737792367673
2004-11-24,1,1.0,0.008173318895972774,-0.14977614977614975
2004-11-29,1,1.0,0.011532753013548138,-0.12110239388453034
2004-11-30,0,0.0,-0.011125835408747285,-0.11798209926769726
2004-12-01,1,1.0,-0.0760501461188526,-0.07462686567164191
2004-12-02,1,1.0,-0.05064658335244611,0.015008081274532407
2004-12-03,1,1.0,-0.0174687101931463,0.01997180451127806
2004-12-06,1,1.0,0.009354605167220318,0.05935754189944127
2004-12-07,1,1.0,-0.0343350881356619,0.09178511202119977
2004-12-08,1,1.0,0.010782421463149068,0.07983794089609154
2004-12-09,0,0.0,0.010667399958402867,0.07663286960622495
2004-12-10,1,1.0,-0.040910420971611766,0.14124293785310735
2004-12-13,1,1.0,0.008560649075900107,0.17169995129079388
2004-12-14,0,0.0,0.01690453198359561,0.15924329501915707
2004-12-15,1,1.0,0.05701206426376853,0.09613209681067632
2004-12-16,1,1.0,-0.0011316058693121133,0.07812500000000007
2004-12-17,0,0.0,0.047538518523820836,0.015115525804361816
2004-12-20,1,1.0,-0.016108315216869406,0.06012727671713851
2004-12-21,1,1.0,0.004160741795751299,0.06228146853146856
2004-12-22,1,1.0,-0.038084994689353974,0.12213393870601595
2004-12-23,1,1.0,-0.0431421262459412,0.1566721972031287
2004-12-27,0,0.0,-0.022289718493141493,0.1827435773145904
2004-12-28,0,0.0,0.012524248485313975,0.12853039731929147
